,time_period,index,Rank_F6M
5078,2008_2,2008_2_gu709v79,1
5079,2008_2,2008_2_3466lb91,266
5080,2008_2,2008_2_g2oifwal,231
5081,2008_2,2008_2_ke3otibt,172
5082,2008_2,2008_2_zhrykc8a,167
5083,2008_2,2008_2_9bv86iuh,174
5084,2008_2,2008_2_vepnqfgq,169
5085,2008_2,2008_2_1ox2au31,42
5086,2008_2,2008_2_bvtdpwb8,297
5087,2008_2,2008_2_ok739lwe,292
5088,2008_2,2008_2_9u3vpafv,211
5089,2008_2,2008_2_f3gxrq3f,78
5090,2008_2,2008_2_mu2wasny,309
5091,2008_2,2008_2_tti1rtik,185
5092,2008_2,2008_2_nuubi27i,327
5093,2008_2,2008_2_77j9alhp,91
5094,2008_2,2008_2_kxm3ne36,161
5095,2008_2,2008_2_xaysrfrj,80
5096,2008_2,2008_2_vgpt224s,330
5097,2008_2,2008_2_p3pez8t3,189
5098,2008_2,2008_2_psmjaofm,235
5099,2008_2,2008_2_6mbm1a9w,365
5100,2008_2,2008_2_r5kotgp1,58
5101,2008_2,2008_2_s7qegty8,49
5102,2008_2,2008_2_5a8i8bn6,60
5103,2008_2,2008_2_22yu487u,53
5104,2008_2,2008_2_8tvhq4qx,4
5105,2008_2,2008_2_io0i0nva,86
5106,2008_2,2008_2_imrj6i75,249
5107,2008_2,2008_2_y1r065it,338
5108,2008_2,2008_2_tttdzy3i,295
5109,2008_2,2008_2_e9extu3s,335
5110,2008_2,2008_2_hhioqlcp,35
5111,2008_2,2008_2_l0cl0p3q,232
5112,2008_2,2008_2_82dmri7m,240
5113,2008_2,2008_2_pycqh0mu,89
5114,2008_2,2008_2_upnhn2wj,156
5115,2008_2,2008_2_4509e2o2,278
5116,2008_2,2008_2_d4xcqwp1,33
5117,2008_2,2008_2_4n3eoq35,362
5118,2008_2,2008_2_19njot5d,261
5119,2008_2,2008_2_s6jin6ch,353
5120,2008_2,2008_2_m1d7ihnl,128
5121,2008_2,2008_2_oc2g1gzf,324
5122,2008_2,2008_2_0r5d7y2b,168
5123,2008_2,2008_2_531zohu5,39
5124,2008_2,2008_2_zlm73zr1,194
5125,2008_2,2008_2_6j3s8e5q,149
5126,2008_2,2008_2_suipmv6u,336
5127,2008_2,2008_2_gnjojeca,158
5128,2008_2,2008_2_onnjyg67,41
5129,2008_2,2008_2_gd29zc6u,165
5130,2008_2,2008_2_fyanmaqm,146
5131,2008_2,2008_2_8r5ti9pe,237
5132,2008_2,2008_2_bqm9juns,101
5133,2008_2,2008_2_ji5bycan,357
5134,2008_2,2008_2_eyrnb8up,160
5135,2008_2,2008_2_ygk5oz8n,59
5136,2008_2,2008_2_t36x6ttv,238
5137,2008_2,2008_2_lihe6ojr,98
5138,2008_2,2008_2_u2vvcj2h,140
5139,2008_2,2008_2_i2hcu1g2,92
5140,2008_2,2008_2_ukghbaxz,358
5141,2008_2,2008_2_vcjo15zs,264
5142,2008_2,2008_2_4y12igkg,153
5143,2008_2,2008_2_3tv94mbe,331
5144,2008_2,2008_2_xfjtg6lc,190
5145,2008_2,2008_2_5rq7dunh,354
5146,2008_2,2008_2_31r3lu7g,32
5147,2008_2,2008_2_emybt41a,164
5148,2008_2,2008_2_9vpeycy3,239
5149,2008_2,2008_2_lqknnxc5,82
5150,2008_2,2008_2_6s1are5s,154
5151,2008_2,2008_2_vdbx58lz,68
5152,2008_2,2008_2_ezhctpiw,178
5153,2008_2,2008_2_9lls88bn,350
5154,2008_2,2008_2_aupylxzj,30
5155,2008_2,2008_2_b55eg4gl,7
5156,2008_2,2008_2_q95lmmhn,15
5157,2008_2,2008_2_vhne5i0j,341
5158,2008_2,2008_2_16tgvpkc,289
5159,2008_2,2008_2_9emo9kcb,12
5160,2008_2,2008_2_vqj5x1yi,274
5161,2008_2,2008_2_4dpkfzpr,159
5162,2008_2,2008_2_ziuh2if7,10
5163,2009_1,2009_1_68qsuq9h,306
5164,2009_1,2009_1_86hgws4o,354
5165,2009_1,2009_1_hzx8sred,248
5166,2009_1,2009_1_cyro3iud,64
5167,2009_1,2009_1_vw8kvcj7,53
5168,2009_1,2009_1_dt21t7gr,290
5169,2009_1,2009_1_4a4quvfq,193
5170,2009_1,2009_1_w4udc648,175
5171,2009_1,2009_1_jj6cyhyf,128
5172,2009_1,2009_1_aot9l1ph,229
5173,2009_1,2009_1_qaj3iol5,142
5174,2009_1,2009_1_vza2qysv,281
5175,2009_1,2009_1_nq7ztsg7,157
5176,2009_1,2009_1_obf6kdgy,188
5177,2009_1,2009_1_5h25xe42,63
5178,2009_1,2009_1_v3cq0jep,97
5179,2009_1,2009_1_9uon873y,45
5180,2009_1,2009_1_dfein3wj,2
5181,2009_1,2009_1_hl5831vz,280
5182,2009_1,2009_1_t07ug9w8,108
5183,2009_1,2009_1_tsyypfpu,301
5184,2009_1,2009_1_n2pjjfuv,134
5185,2009_1,2009_1_j9zkgm9r,244
5186,2009_1,2009_1_aguxkx2c,337
5187,2009_1,2009_1_1q64ew5d,34
5188,2009_1,2009_1_g4kmzxvc,76
5189,2009_1,2009_1_pzv0cmv1,169
5190,2009_1,2009_1_h3942bs2,81
5191,2009_1,2009_1_9aq7pw1j,199
5192,2009_1,2009_1_t00ufduv,289
5193,2009_1,2009_1_5qlt17xr,29
5194,2009_1,2009_1_tz0gs6ae,132
5195,2009_1,2009_1_tjllj302,38
5196,2009_1,2009_1_bmtcnxbq,84
5197,2009_1,2009_1_ptid1rmn,264
5198,2009_1,2009_1_m17ytuki,55
5199,2009_1,2009_1_nscqawhz,46
5200,2009_1,2009_1_jjr6w5t8,191
5201,2009_1,2009_1_q5ub9vqp,216
5202,2009_1,2009_1_3u2iv8kn,67
5203,2009_1,2009_1_cedio0xi,292
5204,2009_1,2009_1_j59v2fkg,204
5205,2009_1,2009_1_ga1c1y0a,42
5206,2009_1,2009_1_3axogdoe,269
5207,2009_1,2009_1_fhz57art,137
5208,2009_1,2009_1_3cjigoqe,168
5209,2009_1,2009_1_asif00c7,267
5210,2009_1,2009_1_v76i67ol,176
5211,2009_1,2009_1_av6o2dhz,259
5212,2009_1,2009_1_8v95xk7r,112
5213,2009_1,2009_1_z2wrm4dt,143
5214,2009_1,2009_1_9s9uj3qz,120
5215,2009_1,2009_1_f28kef26,258
5216,2009_1,2009_1_ncxj5egu,304
5217,2009_1,2009_1_s905weil,165
5218,2009_1,2009_1_fimofkzg,93
5219,2009_1,2009_1_tgcbsg0m,4
5220,2009_1,2009_1_pxjmaott,231
5221,2009_1,2009_1_k2l7fjus,167
5222,2009_1,2009_1_nonf80if,310
5223,2009_1,2009_1_fiqigr65,65
5224,2009_1,2009_1_7s3fe6qx,286
5225,2009_1,2009_1_7nlu2ct8,58
5226,2009_1,2009_1_02buji39,124
5227,2009_1,2009_1_a66xzr9d,129
5228,2009_1,2009_1_o7rxt067,162
5229,2009_1,2009_1_r6maq4ry,73
5230,2009_1,2009_1_7he6sdpj,348
5231,2009_1,2009_1_c5l5m7ff,78
5232,2009_1,2009_1_qkggrr3z,324
5233,2009_1,2009_1_hoinxh60,237
5234,2009_1,2009_1_mruo5yc4,223
5235,2009_1,2009_1_ypylxgiv,90
5236,2009_1,2009_1_99mltyri,282
5237,2009_1,2009_1_azeaozrm,3
5238,2009_1,2009_1_hycnxzuj,347
5239,2009_1,2009_1_6prauql0,313
5240,2009_1,2009_1_51f87rjq,288
5241,2009_1,2009_1_k03mj8xt,270
5242,2009_1,2009_1_6d3ajskp,28
5243,2009_1,2009_1_zdavoczi,315
5244,2009_1,2009_1_90471jq9,155
5245,2009_1,2009_1_o58pz1zb,333
5246,2009_1,2009_1_78ighpxz,149
5247,2009_1,2009_1_ao3wm1tj,121
5248,2009_1,2009_1_8gzy1g1r,232
5249,2009_1,2009_1_l2l5rmcm,118
5250,2009_1,2009_1_5lvv3o1r,51
5251,2009_1,2009_1_y9v1psve,153
5252,2009_1,2009_1_0te5f5su,94
5253,2009_1,2009_1_jyv0mtkh,83
5254,2009_1,2009_1_gqk0i3um,351
5255,2009_1,2009_1_2g3ti8i5,104
5256,2009_1,2009_1_imzbu6z5,284
5257,2009_1,2009_1_eztut799,285
5258,2009_1,2009_1_l2631ygp,182
5259,2009_1,2009_1_z8npilbt,330
5260,2009_1,2009_1_l20s5e7i,261
5261,2009_1,2009_1_4yzqrg8m,294
5262,2009_1,2009_1_zk7vsyi4,339
5263,2009_1,2009_1_96r5urc5,352
5264,2009_1,2009_1_1ydugao0,251
5265,2009_1,2009_1_2stmj3mo,268
5266,2009_1,2009_1_5qufxfvq,222
5267,2009_1,2009_1_fm167jwj,197
5268,2009_1,2009_1_vpirl7he,185
5269,2009_1,2009_1_ky6a9unu,89
5270,2009_1,2009_1_moi85hhw,37
5271,2009_1,2009_1_22w9euhr,33
5272,2009_1,2009_1_k4nm7ju8,234
5273,2009_1,2009_1_1rzbxm90,8
5274,2009_1,2009_1_cnsc1hh1,211
5275,2009_1,2009_1_z5xcrb4g,265
5276,2009_1,2009_1_4hwzt12e,16
5277,2009_1,2009_1_gi5erbv2,80
5278,2009_1,2009_1_x2gkw5s9,147
5279,2009_1,2009_1_ac1rjrdv,202
5280,2009_1,2009_1_5aneydbp,227
5281,2009_1,2009_1_rcsrs4qy,14
5282,2009_1,2009_1_4wjpfuon,295
5283,2009_1,2009_1_ls6ezz1i,266
5284,2009_1,2009_1_97rxvrx6,111
5285,2009_1,2009_1_l4k6h8fe,326
5286,2009_1,2009_1_y9mmfo46,135
5287,2009_1,2009_1_5hrshoi6,30
5288,2009_1,2009_1_2nk6xpun,212
5289,2009_1,2009_1_z27gao0v,109
5290,2009_1,2009_1_ux23i7l0,275
5291,2009_1,2009_1_l25bkk48,224
5292,2009_1,2009_1_shzg0bq8,323
5293,2009_1,2009_1_kyk6cm72,243
5294,2009_1,2009_1_dqfffqxo,287
5295,2009_1,2009_1_jqyfm8cz,338
5296,2009_1,2009_1_lvr1qks0,262
5297,2009_1,2009_1_ycusxy14,250
5298,2009_1,2009_1_43fjfglh,242
5299,2009_1,2009_1_75ck5wvq,174
5300,2009_1,2009_1_0e022bsu,225
5301,2009_1,2009_1_mryysx1o,146
5302,2009_1,2009_1_y5whxjzh,47
5303,2009_1,2009_1_l3rsug4p,166
5304,2009_1,2009_1_xin8l5pn,322
5305,2009_1,2009_1_5koqjmjk,119
5306,2009_1,2009_1_jrzi7eix,345
5307,2009_1,2009_1_ho6s9euq,329
5308,2009_1,2009_1_yescswa2,239
5309,2009_1,2009_1_w2766drn,183
5310,2009_1,2009_1_imit9lyo,82
5311,2009_1,2009_1_hehs8qpa,49
5312,2009_1,2009_1_n86d67ih,328
5313,2009_1,2009_1_fzb27g7m,35
5314,2009_1,2009_1_6dzqh2q5,61
5315,2009_1,2009_1_6jeg40cz,136
5316,2009_1,2009_1_zgz3wqyn,19
5317,2009_1,2009_1_7qhjld4u,56
5318,2009_1,2009_1_h06df7bi,48
5319,2009_1,2009_1_ylmx9fif,279
5320,2009_1,2009_1_9nfbawzt,187
5321,2009_1,2009_1_pkth9nma,344
5322,2009_1,2009_1_y7dk8dsk,113
5323,2009_1,2009_1_xrj82i1m,321
5324,2009_1,2009_1_suhffila,114
5325,2009_1,2009_1_1qlhyybf,241
5326,2009_1,2009_1_hu3ki2qf,186
5327,2009_1,2009_1_0bgmlaic,283
5328,2009_1,2009_1_ywd8slsr,257
5329,2009_1,2009_1_3hbrtfka,307
5330,2009_1,2009_1_5gndzs5f,150
5331,2009_1,2009_1_lnwsv92a,117
5332,2009_1,2009_1_zeo2wgcf,107
5333,2009_1,2009_1_znjsimre,163
5334,2009_1,2009_1_auaxyv0v,172
5335,2009_1,2009_1_c5a6p1l6,148
5336,2009_1,2009_1_7ldidjov,272
5337,2009_1,2009_1_8bk6okcq,26
5338,2009_1,2009_1_yla5r3sk,318
5339,2009_1,2009_1_qri5lbdu,178
5340,2009_1,2009_1_tyjxyyjp,122
5341,2009_1,2009_1_47zz08fi,7
5342,2009_1,2009_1_gsmzt4bw,102
5343,2009_1,2009_1_bbva237z,70
5344,2009_1,2009_1_0lt6h608,192
5345,2009_1,2009_1_fz8m1y0q,86
5346,2009_1,2009_1_73zb601g,309
5347,2009_1,2009_1_a884vfuu,110
5348,2009_1,2009_1_cvbuni8g,20
5349,2009_1,2009_1_ada8gokc,334
5350,2009_1,2009_1_vmnt19c4,247
5351,2009_1,2009_1_r0u9ft5x,332
5352,2009_1,2009_1_pddk5ohi,342
5353,2009_1,2009_1_8356jo3c,189
5354,2009_1,2009_1_3tc7l95g,340
5355,2009_1,2009_1_asm6hqd9,271
5356,2009_1,2009_1_8i89rvrw,103
5357,2009_1,2009_1_mep6d683,327
5358,2009_1,2009_1_ofczkla4,130
5359,2009_1,2009_1_938t0pca,331
5360,2009_1,2009_1_l55qsvia,141
5361,2009_1,2009_1_9xzpu210,273
5362,2009_1,2009_1_ni083jli,173
5363,2009_1,2009_1_n5rwyq50,151
5364,2009_1,2009_1_hg9xyo1m,32
5365,2009_1,2009_1_jore8i3b,219
5366,2009_1,2009_1_n3n43ktd,158
5367,2009_1,2009_1_u6sbdl7i,85
5368,2009_1,2009_1_6ongxnpp,346
5369,2009_1,2009_1_10s4drer,15
5370,2009_1,2009_1_kzphjw44,274
5371,2009_1,2009_1_2hwxmqbb,335
5372,2009_1,2009_1_7s5wzg4i,336
5373,2009_1,2009_1_wxorjl38,43
5374,2009_1,2009_1_orslbt1r,25
5375,2009_1,2009_1_db14j4wm,249
5376,2009_1,2009_1_uz6f75fn,88
5377,2009_1,2009_1_1njg6oa4,105
5378,2009_1,2009_1_3aonfnzb,233
5379,2009_1,2009_1_8vsi7n16,236
5380,2009_1,2009_1_el7zvrty,206
5381,2009_1,2009_1_c4chifyi,154
5382,2009_1,2009_1_dq8v7a0t,203
5383,2009_1,2009_1_5um8rdi7,116
5384,2009_1,2009_1_k9si6fjw,184
5385,2009_1,2009_1_5svnoa4a,13
5386,2009_1,2009_1_cfinxsdt,314
5387,2009_1,2009_1_nmpb8dsq,57
5388,2009_1,2009_1_c4n0l0at,11
5389,2009_1,2009_1_vabkt18z,200
5390,2009_1,2009_1_da8dnd3s,115
5391,2009_1,2009_1_uvz8t10i,68
5392,2009_1,2009_1_qvqfg5zq,160
5393,2009_1,2009_1_8yldvm3y,317
5394,2009_1,2009_1_30alrea1,41
5395,2009_1,2009_1_26yez21j,240
5396,2009_1,2009_1_4ufd7bst,52
5397,2009_1,2009_1_161dhqci,291
5398,2009_1,2009_1_okp9gcey,228
5399,2009_1,2009_1_bato8nn7,177
5400,2009_1,2009_1_8i6xk2g3,87
5401,2009_1,2009_1_2vf8stfw,127
5402,2009_1,2009_1_tf6rdpbv,62
5403,2009_1,2009_1_cif300kr,171
5404,2009_1,2009_1_zymxe03u,305
5405,2009_1,2009_1_bldwwo9l,159
5406,2009_1,2009_1_hl08sgwl,100
5407,2009_1,2009_1_fd0bdzke,356
5408,2009_1,2009_1_qp35fnej,196
5409,2009_1,2009_1_i2mulnyd,293
5410,2009_1,2009_1_4283lt7c,1
5411,2009_1,2009_1_lt8ktgyv,296
5412,2009_1,2009_1_4jl930nd,79
5413,2009_1,2009_1_h8mio5rl,207
5414,2009_1,2009_1_pyecz3ji,179
5415,2009_1,2009_1_c00wl7nj,359
5416,2009_1,2009_1_x50shkrt,91
5417,2009_1,2009_1_4t4so8v4,256
5418,2009_1,2009_1_41ya357y,198
5419,2009_1,2009_1_15xjvcq1,60
5420,2009_1,2009_1_chan6o55,190
5421,2009_1,2009_1_fmpioxum,355
5422,2009_1,2009_1_g7kp8mjf,205
5423,2009_1,2009_1_p7sjkine,263
5424,2009_1,2009_1_olg339aj,27
5425,2009_1,2009_1_1umvi58q,311
5426,2009_1,2009_1_bubrgsut,312
5427,2009_1,2009_1_y0jaqggj,98
5428,2009_1,2009_1_9yk12pry,341
5429,2009_1,2009_1_pymtxr5x,220
5430,2009_1,2009_1_n3d63rpu,21
5431,2009_1,2009_1_xj1tfuvz,39
5432,2009_1,2009_1_7dcww03m,255
5433,2009_1,2009_1_pgwsq9u9,298
5434,2009_1,2009_1_02mhhris,300
5435,2009_1,2009_1_b1si66ah,320
5436,2009_1,2009_1_ssbcqbmn,145
5437,2009_1,2009_1_fskrjrvg,18
5438,2009_1,2009_1_fm2arci8,77
5439,2009_1,2009_1_lrf05mc1,69
5440,2009_1,2009_1_8bw36huw,238
5441,2009_1,2009_1_rs45mic3,44
5442,2009_1,2009_1_v4gxyh42,126
5443,2009_1,2009_1_v7h7ir71,96
5444,2009_1,2009_1_285kwzxr,235
5445,2009_1,2009_1_l3aqzvis,5
5446,2009_1,2009_1_7jf20r4v,253
5447,2009_1,2009_1_5ce4b1to,99
5448,2009_1,2009_1_yeibcznd,140
5449,2009_1,2009_1_5a5spzne,343
5450,2009_1,2009_1_nk2f2da8,40
5451,2009_1,2009_1_uzytj3ra,252
5452,2009_1,2009_1_6et5j4nx,353
5453,2009_1,2009_1_4oyn9ddl,125
5454,2009_1,2009_1_0wf6anto,144
5455,2009_1,2009_1_ym5paogy,156
5456,2009_1,2009_1_8l1j1gue,131
5457,2009_1,2009_1_ivh21p67,299
5458,2009_1,2009_1_xw51dua1,74
5459,2009_1,2009_1_onr2xvw4,230
5460,2009_1,2009_1_6t5ji98l,138
5461,2009_1,2009_1_b7kljd35,17
5462,2009_1,2009_1_kwmg77x3,316
5463,2009_1,2009_1_cq0wihbx,66
5464,2009_1,2009_1_qe805i8s,254
5465,2009_1,2009_1_wipb984s,59
5466,2009_1,2009_1_hcl8t4hq,349
5467,2009_1,2009_1_uvinm3n6,181
5468,2009_1,2009_1_uw9wxkn2,9
5469,2009_1,2009_1_1xtznvj1,152
5470,2009_1,2009_1_phsx3g88,170
5471,2009_1,2009_1_6u12vaos,6
5472,2009_1,2009_1_qf1516k9,214
5473,2009_1,2009_1_zivrus0b,10
5474,2009_1,2009_1_yulngcdr,12
5475,2009_1,2009_1_wi0nvyc2,260
5476,2009_1,2009_1_yscrgsh6,221
5477,2009_1,2009_1_pgjmqkq1,208
5478,2009_1,2009_1_lle2ue1b,164
5479,2009_1,2009_1_rdkqvwfz,357
5480,2009_1,2009_1_d3uomyx6,209
5481,2009_1,2009_1_ha6mhdyp,161
5482,2009_1,2009_1_lyjxbwn4,195
5483,2009_1,2009_1_x687maqs,101
5484,2009_1,2009_1_xm3ubveh,180
5485,2009_1,2009_1_slntrc8x,218
5486,2009_1,2009_1_puc7jhw9,194
5487,2009_1,2009_1_j9vyjtq0,210
5488,2009_1,2009_1_pmmornj2,308
5489,2009_1,2009_1_z80fbwzp,201
5490,2009_1,2009_1_37ekhcuu,95
5491,2009_1,2009_1_sibp67dp,72
5492,2009_1,2009_1_pa80fuko,133
5493,2009_1,2009_1_99cxhodc,325
5494,2009_1,2009_1_np9bqxxi,297
5495,2009_1,2009_1_ienvydcu,24
5496,2009_1,2009_1_f3470jpy,22
5497,2009_1,2009_1_2yckbc1x,106
5498,2009_1,2009_1_7m01orj0,358
5499,2009_1,2009_1_fh6k8h0m,350
5500,2009_1,2009_1_3wqb8xu2,246
5501,2009_1,2009_1_twf4lbtj,302
5502,2009_1,2009_1_1gmcze5m,319
5503,2009_1,2009_1_q0fy9spj,23
5504,2009_1,2009_1_r16hcpo8,71
5505,2009_1,2009_1_n191130u,277
5506,2009_1,2009_1_l59h2ey7,54
5507,2009_1,2009_1_uat5q30j,213
5508,2009_1,2009_1_5v0fkhf7,278
5509,2009_1,2009_1_x621u2q6,75
5510,2009_1,2009_1_5mcpmrhq,226
5511,2009_1,2009_1_n6avpc4a,139
5512,2009_1,2009_1_u6kzq5kh,215
5513,2009_1,2009_1_dug6jb3q,92
5514,2009_1,2009_1_z1h9vvp4,50
5515,2009_1,2009_1_3x01bng7,303
5516,2009_1,2009_1_t5bi4ix5,276
5517,2009_1,2009_1_poofeq6s,123
5518,2009_1,2009_1_k9l77yb9,245
5519,2009_1,2009_1_8gkhh3zf,217
5520,2009_1,2009_1_50ltbo79,36
5521,2009_1,2009_1_sc5d8nit,31
5522,2009_2,2009_2_4l3og0ns,97
5523,2009_2,2009_2_q86njfiw,151
5524,2009_2,2009_2_aemctowq,133
5525,2009_2,2009_2_kyxtvxo2,302
5526,2009_2,2009_2_i0zce0qx,85
5527,2009_2,2009_2_xtshynii,212
5528,2009_2,2009_2_fmf9q33x,349
5529,2009_2,2009_2_icu2djju,96
5530,2009_2,2009_2_rtwvhshc,229
5531,2009_2,2009_2_6z33tjez,24
5532,2009_2,2009_2_9w0brdgn,89
5533,2009_2,2009_2_r1zm25m4,180
5534,2009_2,2009_2_zstqey16,4
5535,2009_2,2009_2_wukunj04,39
5536,2009_2,2009_2_8gvw4xdh,95
5537,2009_2,2009_2_jqlnaf85,155
5538,2009_2,2009_2_hqxbfdfm,65
5539,2009_2,2009_2_c8n372ru,219
5540,2009_2,2009_2_2cf84j23,10
5541,2009_2,2009_2_xgvmnkcf,247
5542,2009_2,2009_2_60pua7b5,156
5543,2009_2,2009_2_tvbfbp6n,282
5544,2009_2,2009_2_s6ifafwp,83
5545,2009_2,2009_2_3yinmm45,170
5546,2009_2,2009_2_v9rvld62,190
5547,2009_2,2009_2_w70xbd0r,220
5548,2009_2,2009_2_genl85qa,162
5549,2009_2,2009_2_i60537br,270
5550,2009_2,2009_2_bzd43ogs,309
5551,2009_2,2009_2_hm7ndjgk,345
5552,2009_2,2009_2_g4l3rs6x,256
5553,2009_2,2009_2_mikooxvo,128
5554,2009_2,2009_2_0yvta5hq,194
5555,2009_2,2009_2_pr20al6y,79
5556,2009_2,2009_2_vwu6qm3c,315
5557,2009_2,2009_2_pashdv6d,84
5558,2009_2,2009_2_8s7yd1wz,232
5559,2009_2,2009_2_z158wb9g,28
5560,2009_2,2009_2_hskmhdb7,316
5561,2009_2,2009_2_vcdgb5a0,123
5562,2009_2,2009_2_p90airaj,188
5563,2009_2,2009_2_dgrj0o6y,233
5564,2009_2,2009_2_fe5zqnvw,236
5565,2009_2,2009_2_9z24ta3p,286
5566,2009_2,2009_2_9nzkcc3t,283
5567,2009_2,2009_2_3kyflpdp,222
5568,2009_2,2009_2_1h6f5s32,310
5569,2009_2,2009_2_o48p35qq,335
5570,2009_2,2009_2_28zl3kkn,337
5571,2009_2,2009_2_6oaqk4sh,94
5572,2009_2,2009_2_yaxjhxwi,102
5573,2009_2,2009_2_cjpdgv63,75
5574,2009_2,2009_2_2szvvs71,11
5575,2009_2,2009_2_ul2kxy9a,353
5576,2009_2,2009_2_3pyis3xt,92
5577,2009_2,2009_2_s3f6ekyn,213
5578,2009_2,2009_2_l87mi4ev,269
5579,2009_2,2009_2_js5mq1ge,354
5580,2009_2,2009_2_rys7r01u,320
5581,2009_2,2009_2_lqeazsst,242
5582,2009_2,2009_2_8pzw59q4,13
5583,2009_2,2009_2_l8wmep8i,193
5584,2009_2,2009_2_4uicawmb,226
5585,2009_2,2009_2_ckioz3x0,73
5586,2009_2,2009_2_pbob0d38,32
5587,2009_2,2009_2_r4q4pjrr,262
5588,2009_2,2009_2_cxldp1mb,263
5589,2009_2,2009_2_96u9ivx3,280
5590,2009_2,2009_2_dobv2m75,300
5591,2009_2,2009_2_mee5c2y5,172
5592,2009_2,2009_2_i6yu8tve,311
5593,2009_2,2009_2_cef76zoe,147
5594,2009_2,2009_2_cqn2hesu,330
5595,2009_2,2009_2_702xhsre,278
5596,2009_2,2009_2_me05s0mb,307
5597,2009_2,2009_2_tgl263p5,127
5598,2009_2,2009_2_mjp8h73r,209
5599,2009_2,2009_2_t10eqb5o,308
5600,2009_2,2009_2_4huk30b8,23
5601,2009_2,2009_2_phhuqh7n,268
5602,2009_2,2009_2_72lme4rs,47
5603,2009_2,2009_2_3lnfemhg,124
5604,2009_2,2009_2_2zf1tsh3,292
5605,2009_2,2009_2_5eo0m0aw,289
5606,2009_2,2009_2_njlfs6ue,1
5607,2009_2,2009_2_d0dejv7r,137
5608,2009_2,2009_2_wycebyki,64
5609,2009_2,2009_2_grabihbq,277
5610,2009_2,2009_2_u8pnk2x8,26
5611,2009_2,2009_2_4vhjt108,296
5612,2009_2,2009_2_bkzsrhox,136
5613,2009_2,2009_2_lmnabb5y,275
5614,2009_2,2009_2_g89nat9s,331
5615,2009_2,2009_2_2anzysda,288
5616,2009_2,2009_2_q9epchan,336
5617,2009_2,2009_2_jutw077q,198
5618,2009_2,2009_2_ir3d5lk0,91
5619,2009_2,2009_2_wxlb5fnt,71
5620,2009_2,2009_2_luuq2fmm,317
5621,2009_2,2009_2_wt17jahz,197
5622,2009_2,2009_2_ce6aherr,21
5623,2009_2,2009_2_aqst7a21,206
5624,2009_2,2009_2_9ydw6umj,104
5625,2009_2,2009_2_fg9sfuak,241
5626,2009_2,2009_2_il2d631b,5
5627,2009_2,2009_2_yxe4xp8f,30
5628,2009_2,2009_2_mwuyei66,63
5629,2009_2,2009_2_xkkc884c,12
5630,2009_2,2009_2_pffo7g80,272
5631,2009_2,2009_2_rsim53h1,29
5632,2009_2,2009_2_emzqqvyr,108
5633,2009_2,2009_2_dt5ldy10,117
5634,2009_2,2009_2_lnag329p,40
5635,2009_2,2009_2_o3zq9cpc,333
5636,2009_2,2009_2_pojlxm63,139
5637,2009_2,2009_2_yagkzb9r,313
5638,2009_2,2009_2_gwtkm1b5,130
5639,2009_2,2009_2_thyp7hfy,49
5640,2009_2,2009_2_5ioiir19,17
5641,2009_2,2009_2_mzs3gjfz,44
5642,2009_2,2009_2_7nshzyrx,327
5643,2009_2,2009_2_0tde42zm,187
5644,2009_2,2009_2_rmo4snse,238
5645,2009_2,2009_2_ks0m0apg,35
5646,2009_2,2009_2_5c1n0q52,267
5647,2009_2,2009_2_y6ndj3ql,36
5648,2009_2,2009_2_li1e982m,210
5649,2009_2,2009_2_bmsnvgub,6
5650,2009_2,2009_2_ie39hgb9,67
5651,2009_2,2009_2_d1jed619,140
5652,2009_2,2009_2_zg7tgnsx,261
5653,2009_2,2009_2_nqkphsvn,111
5654,2009_2,2009_2_ituv5qt9,341
5655,2009_2,2009_2_9pin3ozh,109
5656,2009_2,2009_2_9lhkx428,122
5657,2009_2,2009_2_4dns55eh,208
5658,2009_2,2009_2_7upxr9hz,211
5659,2009_2,2009_2_5oftjoh6,237
5660,2009_2,2009_2_kskis0ob,125
5661,2009_2,2009_2_bjy8zqlp,106
5662,2009_2,2009_2_n04yocov,113
5663,2009_2,2009_2_uzta4ngj,164
5664,2009_2,2009_2_7arh8t0d,132
5665,2009_2,2009_2_pvynkweg,334
5666,2009_2,2009_2_dhom5tuh,204
5667,2009_2,2009_2_52tsaq30,184
5668,2009_2,2009_2_0o8u6d5l,192
5669,2009_2,2009_2_opjgha8g,323
5670,2009_2,2009_2_fxdkyqi9,103
5671,2009_2,2009_2_ym0qkgnh,88
5672,2009_2,2009_2_14223o10,291
5673,2009_2,2009_2_x8m6cxjj,81
5674,2009_2,2009_2_qswyiu71,325
5675,2009_2,2009_2_8ezugdwt,43
5676,2009_2,2009_2_7n9ztjuc,80
5677,2009_2,2009_2_cgq0momt,285
5678,2009_2,2009_2_595ukhek,86
5679,2009_2,2009_2_i0reo7fc,3
5680,2009_2,2009_2_vfz5pjly,314
5681,2009_2,2009_2_fs6lkmvn,329
5682,2009_2,2009_2_gqb644pm,87
5683,2009_2,2009_2_ary2u1dc,215
5684,2009_2,2009_2_dcfdh62z,318
5685,2009_2,2009_2_fkwr0dmk,218
5686,2009_2,2009_2_0yjs3ynt,141
5687,2009_2,2009_2_ljtzv108,245
5688,2009_2,2009_2_lmt894xw,126
5689,2009_2,2009_2_176zgwce,118
5690,2009_2,2009_2_riexvwmp,312
5691,2009_2,2009_2_khg7bye4,287
5692,2009_2,2009_2_e858a686,50
